,id,label,uri
237,02107312-n,miniature pinscher,http://wordnet-rdf.princeton.edu/wn30/02107312-n
238,02107574-n,Greater Swiss Mountain dog,http://wordnet-rdf.princeton.edu/wn30/02107574-n
239,02107683-n,Bernese mountain dog,http://wordnet-rdf.princeton.edu/wn30/02107683-n
240,02107908-n,Appenzeller,http://wordnet-rdf.princeton.edu/wn30/02107908-n
241,02108000-n,EntleBucher,http://wordnet-rdf.princeton.edu/wn30/02108000-n
242,02108089-n,boxer,http://wordnet-rdf.princeton.edu/wn30/02108089-n
243,02108422-n,bull mastiff,http://wordnet-rdf.princeton.edu/wn30/02108422-n
244,02108551-n,Tibetan mastiff,http://wordnet-rdf.princeton.edu/wn30/02108551-n
245,02108915-n,French bulldog,http://wordnet-rdf.princeton.edu/wn30/02108915-n
246,02109047-n,Great Dane,http://wordnet-rdf.princeton.edu/wn30/02109047-n
247,02109525-n,"Saint Bernard, St Bernard",http://wordnet-rdf.princeton.edu/wn30/02109525-n
248,02109961-n,"Eskimo dog, husky",http://wordnet-rdf.princeton.edu/wn30/02109961-n
249,02110063-n,"malamute, malemute, Alaskan malamute",http://wordnet-rdf.princeton.edu/wn30/02110063-n
250,02110185-n,Siberian husky,http://wordnet-rdf.princeton.edu/wn30/02110185-n
251,02110341-n,"dalmatian, coach dog, carriage dog",http://wordnet-rdf.princeton.edu/wn30/02110341-n
252,02110627-n,"affenpinscher, monkey pinscher, monkey dog",http://wordnet-rdf.princeton.edu/wn30/02110627-n
253,02110806-n,basenji,http://wordnet-rdf.princeton.edu/wn30/02110806-n
254,02110958-n,"pug, pug-dog",http://wordnet-rdf.princeton.edu/wn30/02110958-n
255,02111129-n,Leonberg,http://wordnet-rdf.princeton.edu/wn30/02111129-n
256,02111277-n,"Newfoundland, Newfoundland dog",http://wordnet-rdf.princeton.edu/wn30/02111277-n
257,02111500-n,Great Pyrenees,http://wordnet-rdf.princeton.edu/wn30/02111500-n
258,02111889-n,"Samoyed, Samoyede",http://wordnet-rdf.princeton.edu/wn30/02111889-n
259,02112018-n,Pomeranian,http://wordnet-rdf.princeton.edu/wn30/02112018-n
260,02112137-n,"chow, chow chow",http://wordnet-rdf.princeton.edu/wn30/02112137-n
261,02112350-n,keeshond,http://wordnet-rdf.princeton.edu/wn30/02112350-n
262,02112706-n,Brabancon griffon,http://wordnet-rdf.princeton.edu/wn30/02112706-n
263,02113023-n,"Pembroke, Pembroke Welsh corgi",http://wordnet-rdf.princeton.edu/wn30/02113023-n
264,02113186-n,"Cardigan, Cardigan Welsh corgi",http://wordnet-rdf.princeton.edu/wn30/02113186-n
265,02113624-n,toy poodle,http://wordnet-rdf.princeton.edu/wn30/02113624-n
266,02113712-n,miniature poodle,http://wordnet-rdf.princeton.edu/wn30/02113712-n
267,02113799-n,standard poodle,http://wordnet-rdf.princeton.edu/wn30/02113799-n
268,02113978-n,Mexican hairless,http://wordnet-rdf.princeton.edu/wn30/02113978-n
269,02114367-n,"timber wolf, grey wolf, gray wolf, Canis lupus",http://wordnet-rdf.princeton.edu/wn30/02114367-n
270,02114548-n,"white wolf, Arctic wolf, Canis lupus tundrarum",http://wordnet-rdf.princeton.edu/wn30/02114548-n
271,02114712-n,"red wolf, maned wolf, Canis rufus, Canis niger",http://wordnet-rdf.princeton.edu/wn30/02114712-n
272,02114855-n,"coyote, prairie wolf, brush wolf, Canis latrans",http://wordnet-rdf.princeton.edu/wn30/02114855-n
273,02115641-n,"dingo, warrigal, warragal, Canis dingo",http://wordnet-rdf.princeton.edu/wn30/02115641-n
274,02115913-n,"dhole, Cuon alpinus",http://wordnet-rdf.princeton.edu/wn30/02115913-n
275,02116738-n,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",http://wordnet-rdf.princeton.edu/wn30/02116738-n
276,02117135-n,"hyena, hyaena",http://wordnet-rdf.princeton.edu/wn30/02117135-n
277,02119022-n,"red fox, Vulpes vulpes",http://wordnet-rdf.princeton.edu/wn30/02119022-n
278,02119789-n,"kit fox, Vulpes macrotis",http://wordnet-rdf.princeton.edu/wn30/02119789-n
279,02120079-n,"Arctic fox, white fox, Alopex lagopus",http://wordnet-rdf.princeton.edu/wn30/02120079-n
280,02120505-n,"grey fox, gray fox, Urocyon cinereoargenteus",http://wordnet-rdf.princeton.edu/wn30/02120505-n
281,02123045-n,"tabby, tabby cat",http://wordnet-rdf.princeton.edu/wn30/02123045-n
282,02123159-n,tiger cat,http://wordnet-rdf.princeton.edu/wn30/02123159-n
283,02123394-n,Persian cat,http://wordnet-rdf.princeton.edu/wn30/02123394-n
284,02123597-n,"Siamese cat, Siamese",http://wordnet-rdf.princeton.edu/wn30/02123597-n
285,02124075-n,Egyptian cat,http://wordnet-rdf.princeton.edu/wn30/02124075-n
286,02125311-n,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",http://wordnet-rdf.princeton.edu/wn30/02125311-n
287,02127052-n,"lynx, catamount",http://wordnet-rdf.princeton.edu/wn30/02127052-n
288,02128385-n,"leopard, Panthera pardus",http://wordnet-rdf.princeton.edu/wn30/02128385-n
289,02128757-n,"snow leopard, ounce, Panthera uncia",http://wordnet-rdf.princeton.edu/wn30/02128757-n
290,02128925-n,"jaguar, panther, Panthera onca, Felis onca",http://wordnet-rdf.princeton.edu/wn30/02128925-n
291,02129165-n,"lion, king of beasts, Panthera leo",http://wordnet-rdf.princeton.edu/wn30/02129165-n
292,02129604-n,"tiger, Panthera tigris",http://wordnet-rdf.princeton.edu/wn30/02129604-n
293,02130308-n,"cheetah, chetah, Acinonyx jubatus",http://wordnet-rdf.princeton.edu/wn30/02130308-n
294,02132136-n,"brown bear, bruin, Ursus arctos",http://wordnet-rdf.princeton.edu/wn30/02132136-n
295,02133161-n,"American black bear, black bear, Ursus americanus, Euarctos americanus",http://wordnet-rdf.princeton.edu/wn30/02133161-n
296,02134084-n,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",http://wordnet-rdf.princeton.edu/wn30/02134084-n
297,02134418-n,"sloth bear, Melursus ursinus, Ursus ursinus",http://wordnet-rdf.princeton.edu/wn30/02134418-n
298,02137549-n,mongoose,http://wordnet-rdf.princeton.edu/wn30/02137549-n
299,02138441-n,"meerkat, mierkat",http://wordnet-rdf.princeton.edu/wn30/02138441-n
300,02165105-n,tiger beetle,http://wordnet-rdf.princeton.edu/wn30/02165105-n
301,02165456-n,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",http://wordnet-rdf.princeton.edu/wn30/02165456-n
302,02167151-n,"ground beetle, carabid beetle",http://wordnet-rdf.princeton.edu/wn30/02167151-n
303,02168699-n,"long-horned beetle, longicorn, longicorn beetle",http://wordnet-rdf.princeton.edu/wn30/02168699-n
304,02169497-n,"leaf beetle, chrysomelid",http://wordnet-rdf.princeton.edu/wn30/02169497-n
305,02172182-n,dung beetle,http://wordnet-rdf.princeton.edu/wn30/02172182-n
306,02174001-n,rhinoceros beetle,http://wordnet-rdf.princeton.edu/wn30/02174001-n
307,02177972-n,weevil,http://wordnet-rdf.princeton.edu/wn30/02177972-n
308,02190166-n,fly,http://wordnet-rdf.princeton.edu/wn30/02190166-n
309,02206856-n,bee,http://wordnet-rdf.princeton.edu/wn30/02206856-n
310,02219486-n,"ant, emmet, pismire",http://wordnet-rdf.princeton.edu/wn30/02219486-n
311,02226429-n,"grasshopper, hopper",http://wordnet-rdf.princeton.edu/wn30/02226429-n
312,02229544-n,cricket,http://wordnet-rdf.princeton.edu/wn30/02229544-n
313,02231487-n,"walking stick, walkingstick, stick insect",http://wordnet-rdf.princeton.edu/wn30/02231487-n
314,02233338-n,"cockroach, roach",http://wordnet-rdf.princeton.edu/wn30/02233338-n
315,02236044-n,"mantis, mantid",http://wordnet-rdf.princeton.edu/wn30/02236044-n
316,02256656-n,"cicada, cicala",http://wordnet-rdf.princeton.edu/wn30/02256656-n
317,02259212-n,leafhopper,http://wordnet-rdf.princeton.edu/wn30/02259212-n
318,02264363-n,"lacewing, lacewing fly",http://wordnet-rdf.princeton.edu/wn30/02264363-n
319,02268443-n,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",http://wordnet-rdf.princeton.edu/wn30/02268443-n
320,02268853-n,damselfly,http://wordnet-rdf.princeton.edu/wn30/02268853-n
321,02276258-n,admiral,http://wordnet-rdf.princeton.edu/wn30/02276258-n
322,02277742-n,"ringlet, ringlet butterfly",http://wordnet-rdf.princeton.edu/wn30/02277742-n
323,02279972-n,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",http://wordnet-rdf.princeton.edu/wn30/02279972-n
324,02280649-n,cabbage butterfly,http://wordnet-rdf.princeton.edu/wn30/02280649-n
325,02281406-n,"sulphur butterfly, sulfur butterfly",http://wordnet-rdf.princeton.edu/wn30/02281406-n
326,02281787-n,"lycaenid, lycaenid butterfly",http://wordnet-rdf.princeton.edu/wn30/02281787-n
327,02317335-n,"starfish, sea star",http://wordnet-rdf.princeton.edu/wn30/02317335-n
328,02319095-n,sea urchin,http://wordnet-rdf.princeton.edu/wn30/02319095-n
329,02321529-n,"sea cucumber, holothurian",http://wordnet-rdf.princeton.edu/wn30/02321529-n
330,02325366-n,"wood rabbit, cottontail, cottontail rabbit",http://wordnet-rdf.princeton.edu/wn30/02325366-n
331,02326432-n,hare,http://wordnet-rdf.princeton.edu/wn30/02326432-n
332,02328150-n,"Angora, Angora rabbit",http://wordnet-rdf.princeton.edu/wn30/02328150-n
333,02342885-n,hamster,http://wordnet-rdf.princeton.edu/wn30/02342885-n
334,02346627-n,"porcupine, hedgehog",http://wordnet-rdf.princeton.edu/wn30/02346627-n
335,02356798-n,"fox squirrel, eastern fox squirrel, Sciurus niger",http://wordnet-rdf.princeton.edu/wn30/02356798-n
336,02361337-n,marmot,http://wordnet-rdf.princeton.edu/wn30/02361337-n
337,02363005-n,beaver,http://wordnet-rdf.princeton.edu/wn30/02363005-n
338,02364673-n,"guinea pig, Cavia cobaya",http://wordnet-rdf.princeton.edu/wn30/02364673-n
339,02389026-n,sorrel,http://wordnet-rdf.princeton.edu/wn30/02389026-n
340,02391049-n,zebra,http://wordnet-rdf.princeton.edu/wn30/02391049-n
341,02395406-n,"hog, pig, grunter, squealer, Sus scrofa",http://wordnet-rdf.princeton.edu/wn30/02395406-n
342,02396427-n,"wild boar, boar, Sus scrofa",http://wordnet-rdf.princeton.edu/wn30/02396427-n
343,02397096-n,warthog,http://wordnet-rdf.princeton.edu/wn30/02397096-n
344,02398521-n,"hippopotamus, hippo, river horse, Hippopotamus amphibius",http://wordnet-rdf.princeton.edu/wn30/02398521-n
345,02403003-n,ox,http://wordnet-rdf.princeton.edu/wn30/02403003-n
346,02408429-n,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",http://wordnet-rdf.princeton.edu/wn30/02408429-n
347,02410509-n,bison,http://wordnet-rdf.princeton.edu/wn30/02410509-n
348,02412080-n,"ram, tup",http://wordnet-rdf.princeton.edu/wn30/02412080-n
349,02415577-n,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",http://wordnet-rdf.princeton.edu/wn30/02415577-n
350,02417914-n,"ibex, Capra ibex",http://wordnet-rdf.princeton.edu/wn30/02417914-n
351,02422106-n,hartebeest,http://wordnet-rdf.princeton.edu/wn30/02422106-n
352,02422699-n,"impala, Aepyceros melampus",http://wordnet-rdf.princeton.edu/wn30/02422699-n
353,02423022-n,gazelle,http://wordnet-rdf.princeton.edu/wn30/02423022-n
354,02437312-n,"Arabian camel, dromedary, Camelus dromedarius",http://wordnet-rdf.princeton.edu/wn30/02437312-n
355,02437616-n,llama,http://wordnet-rdf.princeton.edu/wn30/02437616-n
356,02441942-n,weasel,http://wordnet-rdf.princeton.edu/wn30/02441942-n
357,02442845-n,mink,http://wordnet-rdf.princeton.edu/wn30/02442845-n
358,02443114-n,"polecat, fitch, foulmart, foumart, Mustela putorius",http://wordnet-rdf.princeton.edu/wn30/02443114-n
359,02443484-n,"black-footed ferret, ferret, Mustela nigripes",http://wordnet-rdf.princeton.edu/wn30/02443484-n
360,02444819-n,otter,http://wordnet-rdf.princeton.edu/wn30/02444819-n
361,02445715-n,"skunk, polecat, wood pussy",http://wordnet-rdf.princeton.edu/wn30/02445715-n
362,02447366-n,badger,http://wordnet-rdf.princeton.edu/wn30/02447366-n
363,02454379-n,armadillo,http://wordnet-rdf.princeton.edu/wn30/02454379-n
364,02457408-n,"three-toed sloth, ai, Bradypus tridactylus",http://wordnet-rdf.princeton.edu/wn30/02457408-n
365,02480495-n,"orangutan, orang, orangutang, Pongo pygmaeus",http://wordnet-rdf.princeton.edu/wn30/02480495-n
366,02480855-n,"gorilla, Gorilla gorilla",http://wordnet-rdf.princeton.edu/wn30/02480855-n
367,02481823-n,"chimpanzee, chimp, Pan troglodytes",http://wordnet-rdf.princeton.edu/wn30/02481823-n
368,02483362-n,"gibbon, Hylobates lar",http://wordnet-rdf.princeton.edu/wn30/02483362-n
369,02483708-n,"siamang, Hylobates syndactylus, Symphalangus syndactylus",http://wordnet-rdf.princeton.edu/wn30/02483708-n
370,02484975-n,"guenon, guenon monkey",http://wordnet-rdf.princeton.edu/wn30/02484975-n
371,02486261-n,"patas, hussar monkey, Erythrocebus patas",http://wordnet-rdf.princeton.edu/wn30/02486261-n
372,02486410-n,baboon,http://wordnet-rdf.princeton.edu/wn30/02486410-n
373,02487347-n,macaque,http://wordnet-rdf.princeton.edu/wn30/02487347-n
374,02488291-n,langur,http://wordnet-rdf.princeton.edu/wn30/02488291-n
375,02488702-n,"colobus, colobus monkey",http://wordnet-rdf.princeton.edu/wn30/02488702-n
376,02489166-n,"proboscis monkey, Nasalis larvatus",http://wordnet-rdf.princeton.edu/wn30/02489166-n
377,02490219-n,marmoset,http://wordnet-rdf.princeton.edu/wn30/02490219-n
378,02492035-n,"capuchin, ringtail, Cebus capucinus",http://wordnet-rdf.princeton.edu/wn30/02492035-n
379,02492660-n,"howler monkey, howler",http://wordnet-rdf.princeton.edu/wn30/02492660-n
380,02493509-n,"titi, titi monkey",http://wordnet-rdf.princeton.edu/wn30/02493509-n
381,02493793-n,"spider monkey, Ateles geoffroyi",http://wordnet-rdf.princeton.edu/wn30/02493793-n
382,02494079-n,"squirrel monkey, Saimiri sciureus",http://wordnet-rdf.princeton.edu/wn30/02494079-n
383,02497673-n,"Madagascar cat, ring-tailed lemur, Lemur catta",http://wordnet-rdf.princeton.edu/wn30/02497673-n
384,02500267-n,"indri, indris, Indri indri, Indri brevicaudatus",http://wordnet-rdf.princeton.edu/wn30/02500267-n
385,02504013-n,"Indian elephant, Elephas maximus",http://wordnet-rdf.princeton.edu/wn30/02504013-n
386,02504458-n,"African elephant, Loxodonta africana",http://wordnet-rdf.princeton.edu/wn30/02504458-n
387,02509815-n,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",http://wordnet-rdf.princeton.edu/wn30/02509815-n
388,02510455-n,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",http://wordnet-rdf.princeton.edu/wn30/02510455-n
389,02514041-n,"barracouta, snoek",http://wordnet-rdf.princeton.edu/wn30/02514041-n
390,02526121-n,eel,http://wordnet-rdf.princeton.edu/wn30/02526121-n
391,02536864-n,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",http://wordnet-rdf.princeton.edu/wn30/02536864-n
392,02606052-n,"rock beauty, Holocanthus tricolor",http://wordnet-rdf.princeton.edu/wn30/02606052-n
393,02607072-n,anemone fish,http://wordnet-rdf.princeton.edu/wn30/02607072-n
394,02640242-n,sturgeon,http://wordnet-rdf.princeton.edu/wn30/02640242-n
395,02641379-n,"gar, garfish, garpike, billfish, Lepisosteus osseus",http://wordnet-rdf.princeton.edu/wn30/02641379-n
396,02643566-n,lionfish,http://wordnet-rdf.princeton.edu/wn30/02643566-n
397,02655020-n,"puffer, pufferfish, blowfish, globefish",http://wordnet-rdf.princeton.edu/wn30/02655020-n
398,02666196-n,abacus,http://wordnet-rdf.princeton.edu/wn30/02666196-n
399,02667093-n,abaya,http://wordnet-rdf.princeton.edu/wn30/02667093-n
400,02669723-n,"academic gown, academic robe, judge's robe",http://wordnet-rdf.princeton.edu/wn30/02669723-n
401,02672831-n,"accordion, piano accordion, squeeze box",http://wordnet-rdf.princeton.edu/wn30/02672831-n
402,02676566-n,acoustic guitar,http://wordnet-rdf.princeton.edu/wn30/02676566-n
403,02687172-n,"aircraft carrier, carrier, flattop, attack aircraft carrier",http://wordnet-rdf.princeton.edu/wn30/02687172-n
404,02690373-n,airliner,http://wordnet-rdf.princeton.edu/wn30/02690373-n
405,02692877-n,"airship, dirigible",http://wordnet-rdf.princeton.edu/wn30/02692877-n
406,02699494-n,altar,http://wordnet-rdf.princeton.edu/wn30/02699494-n
407,02701002-n,ambulance,http://wordnet-rdf.princeton.edu/wn30/02701002-n
408,02704792-n,"amphibian, amphibious vehicle",http://wordnet-rdf.princeton.edu/wn30/02704792-n
409,02708093-n,analog clock,http://wordnet-rdf.princeton.edu/wn30/02708093-n
410,02727426-n,"apiary, bee house",http://wordnet-rdf.princeton.edu/wn30/02727426-n
411,02730930-n,apron,http://wordnet-rdf.princeton.edu/wn30/02730930-n
412,02747177-n,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",http://wordnet-rdf.princeton.edu/wn30/02747177-n
413,02749479-n,"assault rifle, assault gun",http://wordnet-rdf.princeton.edu/wn30/02749479-n
414,02769748-n,"backpack, back pack, knapsack, packsack, rucksack, haversack",http://wordnet-rdf.princeton.edu/wn30/02769748-n
415,02776631-n,"bakery, bakeshop, bakehouse",http://wordnet-rdf.princeton.edu/wn30/02776631-n
416,02777292-n,"balance beam, beam",http://wordnet-rdf.princeton.edu/wn30/02777292-n
417,02782093-n,balloon,http://wordnet-rdf.princeton.edu/wn30/02782093-n
418,02783161-n,"ballpoint, ballpoint pen, ballpen, Biro",http://wordnet-rdf.princeton.edu/wn30/02783161-n
419,02786058-n,Band Aid,http://wordnet-rdf.princeton.edu/wn30/02786058-n
420,02787622-n,banjo,http://wordnet-rdf.princeton.edu/wn30/02787622-n
421,02788148-n,"bannister, banister, balustrade, balusters, handrail",http://wordnet-rdf.princeton.edu/wn30/02788148-n
422,02790996-n,barbell,http://wordnet-rdf.princeton.edu/wn30/02790996-n
423,02791124-n,barber chair,http://wordnet-rdf.princeton.edu/wn30/02791124-n
424,02791270-n,barbershop,http://wordnet-rdf.princeton.edu/wn30/02791270-n
425,02793495-n,barn,http://wordnet-rdf.princeton.edu/wn30/02793495-n
426,02794156-n,barometer,http://wordnet-rdf.princeton.edu/wn30/02794156-n
427,02795169-n,"barrel, cask",http://wordnet-rdf.princeton.edu/wn30/02795169-n
428,02797295-n,"barrow, garden cart, lawn cart, wheelbarrow",http://wordnet-rdf.princeton.edu/wn30/02797295-n
429,02799071-n,baseball,http://wordnet-rdf.princeton.edu/wn30/02799071-n
430,02802426-n,basketball,http://wordnet-rdf.princeton.edu/wn30/02802426-n
431,02804414-n,bassinet,http://wordnet-rdf.princeton.edu/wn30/02804414-n
432,02804610-n,bassoon,http://wordnet-rdf.princeton.edu/wn30/02804610-n
433,02807133-n,"bathing cap, swimming cap",http://wordnet-rdf.princeton.edu/wn30/02807133-n
434,02808304-n,bath towel,http://wordnet-rdf.princeton.edu/wn30/02808304-n
435,02808440-n,"bathtub, bathing tub, bath, tub",http://wordnet-rdf.princeton.edu/wn30/02808440-n
436,02814533-n,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",http://wordnet-rdf.princeton.edu/wn30/02814533-n
437,02814860-n,"beacon, lighthouse, beacon light, pharos",http://wordnet-rdf.princeton.edu/wn30/02814860-n
438,02815834-n,beaker,http://wordnet-rdf.princeton.edu/wn30/02815834-n
439,02817516-n,"bearskin, busby, shako",http://wordnet-rdf.princeton.edu/wn30/02817516-n
440,02823428-n,beer bottle,http://wordnet-rdf.princeton.edu/wn30/02823428-n
441,02823750-n,beer glass,http://wordnet-rdf.princeton.edu/wn30/02823750-n
442,02825657-n,"bell cote, bell cot",http://wordnet-rdf.princeton.edu/wn30/02825657-n
443,02834397-n,bib,http://wordnet-rdf.princeton.edu/wn30/02834397-n
444,02835271-n,"bicycle-built-for-two, tandem bicycle, tandem",http://wordnet-rdf.princeton.edu/wn30/02835271-n
445,02837789-n,"bikini, two-piece",http://wordnet-rdf.princeton.edu/wn30/02837789-n
446,02840245-n,"binder, ring-binder",http://wordnet-rdf.princeton.edu/wn30/02840245-n
447,02841315-n,"binoculars, field glasses, opera glasses",http://wordnet-rdf.princeton.edu/wn30/02841315-n
448,02843684-n,birdhouse,http://wordnet-rdf.princeton.edu/wn30/02843684-n
449,02859443-n,boathouse,http://wordnet-rdf.princeton.edu/wn30/02859443-n
450,02860847-n,"bobsled, bobsleigh, bob",http://wordnet-rdf.princeton.edu/wn30/02860847-n
451,02865351-n,"bolo tie, bolo, bola tie, bola",http://wordnet-rdf.princeton.edu/wn30/02865351-n
452,02869837-n,"bonnet, poke bonnet",http://wordnet-rdf.princeton.edu/wn30/02869837-n
453,02870880-n,bookcase,http://wordnet-rdf.princeton.edu/wn30/02870880-n
454,02871525-n,"bookshop, bookstore, bookstall",http://wordnet-rdf.princeton.edu/wn30/02871525-n
455,02877765-n,bottlecap,http://wordnet-rdf.princeton.edu/wn30/02877765-n
456,02879718-n,bow,http://wordnet-rdf.princeton.edu/wn30/02879718-n
457,02883205-n,"bow tie, bow-tie, bowtie",http://wordnet-rdf.princeton.edu/wn30/02883205-n
458,02892201-n,"brass, memorial tablet, plaque",http://wordnet-rdf.princeton.edu/wn30/02892201-n
459,02892767-n,"brassiere, bra, bandeau",http://wordnet-rdf.princeton.edu/wn30/02892767-n
460,02894605-n,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",http://wordnet-rdf.princeton.edu/wn30/02894605-n
461,02895154-n,"breastplate, aegis, egis",http://wordnet-rdf.princeton.edu/wn30/02895154-n
462,02906734-n,broom,http://wordnet-rdf.princeton.edu/wn30/02906734-n
463,02909870-n,"bucket, pail",http://wordnet-rdf.princeton.edu/wn30/02909870-n
464,02910353-n,buckle,http://wordnet-rdf.princeton.edu/wn30/02910353-n
465,02916936-n,bulletproof vest,http://wordnet-rdf.princeton.edu/wn30/02916936-n
466,02917067-n,"bullet train, bullet",http://wordnet-rdf.princeton.edu/wn30/02917067-n
467,02927161-n,"butcher shop, meat market",http://wordnet-rdf.princeton.edu/wn30/02927161-n
468,02930766-n,"cab, hack, taxi, taxicab",http://wordnet-rdf.princeton.edu/wn30/02930766-n
469,02939185-n,"caldron, cauldron",http://wordnet-rdf.princeton.edu/wn30/02939185-n
470,02948072-n,"candle, taper, wax light",http://wordnet-rdf.princeton.edu/wn30/02948072-n
471,02950826-n,cannon,http://wordnet-rdf.princeton.edu/wn30/02950826-n
472,02951358-n,canoe,http://wordnet-rdf.princeton.edu/wn30/02951358-n
473,02951585-n,"can opener, tin opener",http://wordnet-rdf.princeton.edu/wn30/02951585-n
474,02963159-n,cardigan,http://wordnet-rdf.princeton.edu/wn30/02963159-n
475,02965783-n,car mirror,http://wordnet-rdf.princeton.edu/wn30/02965783-n
